icon,precipIntensity,apparentTemperature,cloudCover,ozone,visibility,humidity,windBearing,precipType,pressure,windGust,temperature,time,precipAccumulation,windSpeed,uvIndex,precipProbability,summary,dewPoint,city,local_time,demand,region,hour,day_of_week,day_name,month,month_name,year,season,time_of_day,week,anomaly_score,is_anomaly
partly-cloudy-day,0.0025,66.31,0.86,292.6,10.0,0.96,162.0,rain,1023.0,16.12,65.53,2019-11-06 13:00:00,0.0087,6.73,0.0,0.07,Mostly Cloudy,64.47,dallas,2019-11-06 13:00:00,11729.0,NCEN,13,2,Wednesday,11,November,2019,Fall,Afternoon,45,1,False
clear-day,0.0118,97.75,0.27,293.2,10.0,0.59,165.0,rain,1012.3,10.0,89.33,2019-06-03 23:00:00,0.0087,7.78,2.0,0.07,Humid,73.28,dallas,2019-06-03 23:00:00,15782.0,NCEN,23,0,Monday,6,June,2019,Summer,Night,23,1,False
clear-night,0.0,52.46,0.02,248.5,10.0,0.96,161.0,rain,1009.3,11.36,52.46,2018-11-29 12:00:00,0.0087,6.42,0.0,0.0,Clear,51.27,dallas,2018-11-29 12:00:00,8148.729846014493,NCEN,12,3,Thursday,11,November,2018,Fall,Afternoon,48,1,False
clear-night,0.0002,79.93,0.01,308.8,10.0,0.73,174.0,rain,1011.7,31.9,78.89,2020-05-03 04:00:00,0.0087,14.41,0.0,0.01,Clear,69.61,dallas,2020-05-03 04:00:00,9703.0,NCEN,4,6,Sunday,5,May,2020,Spring,Night,18,1,False
partly-cloudy-night,0.0018,72.78,0.48,265.7,10.0,0.92,106.0,rain,1010.9,10.29,71.61,2018-11-07 02:00:00,0.0087,5.0,0.0,0.03,Partly Cloudy,69.09,dallas,2018-11-07 02:00:00,6829.236384180791,NCEN,2,2,Wednesday,11,November,2018,Fall,Night,45,1,False
clear-day,0.0,89.53,0.24,296.7,9.997,0.65,174.0,rain,1014.2,9.59,84.3,2018-09-20 16:00:00,0.0087,9.59,5.0,0.0,Clear,71.28,dallas,2018-09-20 16:00:00,8780.507807196198,NCEN,16,3,Thursday,9,September,2018,Fall,Afternoon,38,1,False
clear-night,0.0029,88.01,0.15,275.9,10.0,0.66,180.0,rain,1017.8,19.36,83.35,2019-09-12 03:00:00,0.0087,10.07,0.0,0.02,Clear,70.84,dallas,2019-09-12 03:00:00,12262.0,NCEN,3,3,Thursday,9,September,2019,Fall,Night,37,1,False
partly-cloudy-night,0.0,79.48,0.77,296.7,9.667,0.85,184.0,rain,1015.7,2.78,78.01,2018-09-05 12:00:00,0.0087,2.78,0.0,0.0,Humid and Mostly Cloudy,72.98,dallas,2018-09-05 12:00:00,8148.729846014493,NCEN,12,2,Wednesday,9,September,2018,Fall,Afternoon,36,1,False
partly-cloudy-day,0.0016,17.29,0.49,262.5,10.0,0.44,356.0,snow,1032.2,14.27,27.55,2019-03-04 18:00:00,0.0181,11.79,6.0,0.01,Partly Cloudy,8.44,dallas,2019-03-04 18:00:00,9234.399322033898,NCEN,18,0,Monday,3,March,2019,Spring,Evening,10,-1,True
cloudy,0.0007,55.85,0.93,252.2,10.0,0.87,158.0,rain,1010.0,32.53,55.85,2019-01-22 13:00:00,0.0087,13.6,0.0,0.02,Overcast,52.1,dallas,2019-01-22 13:00:00,8284.234643179765,NCEN,13,1,Tuesday,1,January,2019,Winter,Afternoon,4,1,False
partly-cloudy-night,0.0022,79.82,0.86,296.7,9.772,0.87,140.0,rain,1011.9,11.0,78.22,2018-09-04 01:00:00,0.0087,11.0,0.0,0.09,Humid and Mostly Cloudy,73.97,dallas,2018-09-04 01:00:00,7126.32712168837,NCEN,1,1,Tuesday,9,September,2018,Fall,Night,36,1,False
cloudy,0.0011,62.13,0.98,287.0,10.0,0.79,14.0,rain,1018.7,4.87,62.13,2018-09-27 12:00:00,0.0087,3.41,0.0,0.04,Overcast,55.64,dallas,2018-09-27 12:00:00,8148.729846014493,NCEN,12,3,Thursday,9,September,2018,Fall,Afternoon,39,1,False
partly-cloudy-night,0.0143,68.58,0.85,271.5,10.0,0.93,1.0,rain,1012.1,7.56,67.74,2018-10-31 11:00:00,0.0087,4.89,0.0,0.13,Mostly Cloudy,65.55,dallas,2018-10-31 11:00:00,8022.797788309636,NCEN,11,2,Wednesday,10,October,2018,Fall,Morning,44,1,False
partly-cloudy-day,0.0012,52.34,0.74,307.2,9.27,0.95,140.0,rain,1021.1,9.29,52.34,2019-02-01 14:00:00,0.0087,5.08,0.0,0.09,Mostly Cloudy,50.98,dallas,2019-02-01 14:00:00,8445.957427536232,NCEN,14,4,Friday,2,February,2019,Winter,Afternoon,5,1,False
clear-day,0.0,91.13,0.0,283.8,10.0,0.58,131.0,rain,1016.4,6.96,86.4,2019-09-03 15:00:00,0.0087,4.26,4.0,0.0,Clear,69.88,dallas,2019-09-03 15:00:00,22033.0,NCEN,15,1,Tuesday,9,September,2019,Fall,Afternoon,36,1,False
cloudy,0.0,73.57,0.91,296.7,9.997,0.9,2.0,rain,1011.3,4.36,72.39,2018-09-09 09:00:00,0.0087,4.36,0.0,0.0,Overcast,69.4,dallas,2018-09-09 09:00:00,7759.096140825999,NCEN,9,6,Sunday,9,September,2018,Fall,Morning,36,1,False
clear-night,0.0,48.7,0.23,288.6,10.0,0.49,148.0,rain,1025.4,5.59,49.6,2019-11-02 02:00:00,0.0087,3.63,0.0,0.0,Clear,31.09,dallas,2019-11-02 02:00:00,11071.0,NCEN,2,5,Saturday,11,November,2019,Fall,Night,44,1,False
clear-night,0.0,57.13,0.05,273.4,10.0,0.58,164.0,rain,1010.9,16.08,57.13,2019-11-25 03:00:00,0.0087,7.16,0.0,0.0,Clear,42.29,dallas,2019-11-25 03:00:00,9086.0,NCEN,3,0,Monday,11,November,2019,Fall,Night,48,1,False
clear-night,0.0,83.77,0.0,296.7,9.997,0.35,89.0,rain,1015.0,3.6,83.77,2018-08-02 04:00:00,0.0087,3.6,0.0,0.0,Clear,53.29,dallas,2018-08-02 04:00:00,6550.273116824537,NCEN,4,3,Thursday,8,August,2018,Summer,Night,31,1,False
cloudy,0.0036,34.19,0.92,252.2,10.0,0.57,91.0,rain,1034.8,5.41,38.04,2019-02-09 18:00:00,0.0087,4.97,4.0,0.12,Overcast,24.06,dallas,2019-02-09 18:00:00,9234.399322033898,NCEN,18,5,Saturday,2,February,2019,Winter,Evening,6,1,False
partly-cloudy-day,0.0011,79.05,0.33,295.8,10.0,0.73,128.0,rain,1012.0,15.78,78.09,2019-04-30 01:00:00,0.0087,7.74,0.0,0.01,Partly Cloudy,68.91,dallas,2019-04-30 01:00:00,7126.32712168837,NCEN,1,1,Tuesday,4,April,2019,Spring,Night,18,1,False
cloudy,0.0028,55.89,0.91,307.9,10.0,0.79,100.0,rain,1024.1,10.6,55.89,2020-03-22 01:00:00,0.0087,5.85,0.0,0.03,Overcast,49.5,dallas,2020-03-22 01:00:00,9378.0,NCEN,1,6,Sunday,3,March,2020,Spring,Night,12,1,False
clear-night,0.0,89.04,0.11,280.9,10.0,0.57,92.0,rain,1018.1,13.44,85.41,2019-09-15 05:00:00,0.0087,5.58,0.0,0.0,Clear,68.47,dallas,2019-09-15 05:00:00,11636.0,NCEN,5,6,Sunday,9,September,2019,Fall,Morning,37,1,False
clear-day,0.0,70.04,0.18,327.4,10.0,0.73,169.0,rain,1016.5,9.29,69.92,2019-05-14 14:00:00,0.0087,4.81,2.0,0.0,Clear,60.84,dallas,2019-05-14 14:00:00,8445.957427536232,NCEN,14,1,Tuesday,5,May,2019,Spring,Afternoon,20,1,False
rain,0.0267,58.44,0.99,300.8,9.48,0.91,8.0,rain,1014.6,4.05,58.44,2019-05-11 16:00:00,0.0087,4.05,4.0,0.41,Possible Light Rain,55.93,dallas,2019-05-11 16:00:00,8780.507807196198,NCEN,16,5,Saturday,5,May,2019,Spring,Afternoon,19,1,False
rain,0.0127,38.45,1.0,269.3,8.53,0.8,2.0,rain,1021.9,17.17,44.02,2020-02-11 19:00:00,0.0087,10.44,4.0,0.26,Possible Light Rain,38.2,dallas,2020-02-11 19:00:00,16449.0,NCEN,19,1,Tuesday,2,February,2020,Winter,Evening,7,-1,True
partly-cloudy-night,0.0003,78.56,0.6,280.3,10.0,0.89,32.0,rain,1016.0,3.07,76.97,2019-08-28 09:00:00,0.0087,2.16,0.0,0.03,Humid and Mostly Cloudy,73.58,dallas,2019-08-28 09:00:00,14022.0,NCEN,9,2,Wednesday,8,August,2019,Summer,Morning,35,1,False
clear-day,0.0017,95.42,0.1,292.0,10.0,0.66,271.0,rain,1015.8,16.21,86.93,2019-07-22 15:00:00,0.0087,7.87,4.0,0.01,Humid,74.12,dallas,2019-07-22 15:00:00,21086.0,NCEN,15,0,Monday,7,July,2019,Summer,Afternoon,30,1,False
clear-day,0.0,76.67,0.01,274.9,10.0,0.63,196.0,rain,1018.4,11.89,76.38,2018-10-29 17:00:00,0.0087,6.66,5.0,0.0,Clear,62.84,dallas,2018-10-29 17:00:00,8990.480803974706,NCEN,17,0,Monday,10,October,2018,Fall,Evening,44,1,False
partly-cloudy-day,0.0008,64.46,0.68,267.2,10.0,0.32,178.0,rain,1023.2,11.01,64.46,2018-12-16 19:00:00,0.0087,7.38,3.0,0.01,Mostly Cloudy,33.73,dallas,2018-12-16 19:00:00,9286.493568043332,NCEN,19,6,Sunday,12,December,2018,Winter,Evening,50,1,False
clear-day,0.0,51.08,0.03,272.1,10.0,0.31,10.0,rain,1035.0,3.58,51.08,2020-02-21 22:00:00,0.0087,2.34,2.0,0.0,Clear,21.38,dallas,2020-02-21 22:00:00,13863.0,NCEN,22,4,Friday,2,February,2020,Winter,Night,8,1,False
clear-night,0.0,71.29,0.01,325.1,10.0,0.75,178.0,rain,1015.3,7.27,70.98,2019-05-15 05:00:00,0.0087,4.32,0.0,0.0,Clear,62.63,dallas,2019-05-15 05:00:00,6608.794767704105,NCEN,5,2,Wednesday,5,May,2019,Spring,Morning,20,1,False
clear-night,0.0,38.48,0.06,293.4,10.0,0.6,165.0,rain,1019.3,9.64,41.82,2019-12-03 08:00:00,0.0087,5.18,0.0,0.0,Clear,29.04,dallas,2019-12-03 08:00:00,14981.0,NCEN,8,1,Tuesday,12,December,2019,Winter,Morning,49,1,False
partly-cloudy-day,0.0008,93.13,0.33,287.4,10.0,0.59,161.0,rain,1015.6,19.65,87.28,2019-05-24 19:00:00,0.0087,15.54,9.0,0.01,Partly Cloudy,71.09,dallas,2019-05-24 19:00:00,9286.493568043332,NCEN,19,4,Friday,5,May,2019,Spring,Evening,21,1,False
rain,0.0178,53.99,1.0,318.0,9.543,0.96,26.0,rain,1020.5,4.53,53.99,2020-03-22 11:00:00,0.0087,1.72,0.0,0.35,Possible Light Rain,52.97,dallas,2020-03-22 11:00:00,10647.0,NCEN,11,6,Sunday,3,March,2020,Spring,Morning,12,1,False
clear-day,0.0153,85.39,0.01,288.9,10.0,0.78,162.0,rain,1015.2,6.53,80.66,2019-08-21 12:00:00,0.0087,3.98,0.0,0.03,Humid,73.32,dallas,2019-08-21 12:00:00,20078.0,NCEN,12,2,Wednesday,8,August,2019,Summer,Afternoon,34,1,False
clear-day,0.0007,89.36,0.01,296.9,10.0,0.58,136.0,rain,1009.0,9.82,85.5,2020-05-19 01:00:00,0.0087,6.25,0.0,0.01,Clear,68.82,dallas,2020-05-19 01:00:00,7126.32712168837,NCEN,1,1,Tuesday,5,May,2020,Spring,Night,21,1,False
partly-cloudy-night,0.0049,63.71,0.8,303.9,10.0,0.98,157.0,rain,1011.5,24.15,63.11,2020-04-03 09:00:00,0.0087,9.0,0.0,0.11,Mostly Cloudy,62.42,dallas,2020-04-03 09:00:00,10201.0,NCEN,9,4,Friday,4,April,2020,Spring,Morning,14,1,False
cloudy,0.0006,34.7,0.95,309.0,10.0,0.85,309.0,rain,1014.3,24.48,42.06,2020-01-29 07:00:00,0.0087,14.25,0.0,0.04,Overcast,37.88,dallas,2020-01-29 07:00:00,15301.0,NCEN,7,2,Wednesday,1,January,2020,Winter,Morning,5,1,False
clear-night,0.0,57.27,0.0,304.6,10.0,0.85,213.0,rain,1013.0,2.84,57.27,2019-04-09 11:00:00,0.0087,2.39,0.0,0.0,Clear,52.65,dallas,2019-04-09 11:00:00,8022.797788309636,NCEN,11,1,Tuesday,4,April,2019,Spring,Morning,15,1,False
clear-day,0.0,95.16,0.07,262.8,10.0,0.41,166.0,rain,1012.0,12.32,92.47,2019-10-03 00:00:00,0.0087,7.73,0.0,0.0,Clear,65.65,dallas,2019-10-03 00:00:00,15090.0,NCEN,0,3,Thursday,10,October,2019,Fall,Night,40,1,False
partly-cloudy-day,0.0007,93.88,0.45,293.3,10.0,0.51,195.0,rain,1013.8,6.11,89.47,2019-06-04 20:00:00,0.0087,5.71,7.0,0.02,Partly Cloudy,68.74,dallas,2019-06-04 20:00:00,16261.0,NCEN,20,1,Tuesday,6,June,2019,Summer,Evening,23,1,False
clear-day,0.0,100.73,0.19,298.5,10.0,0.48,194.0,rain,1015.0,11.08,93.44,2019-08-11 17:00:00,0.0087,8.57,8.0,0.0,Clear,71.13,dallas,2019-08-11 17:00:00,23538.0,NCEN,17,6,Sunday,8,August,2019,Summer,Evening,32,1,False
cloudy,0.0013,73.08,0.99,275.5,10.0,0.97,158.0,rain,1019.4,14.9,71.64,2018-09-30 09:00:00,0.0087,5.71,0.0,0.01,Overcast,70.88,dallas,2018-09-30 09:00:00,7759.096140825999,NCEN,9,6,Sunday,9,September,2018,Fall,Morning,39,1,False
clear-day,0.0006,97.9,0.04,279.4,10.0,0.4,147.0,rain,1015.0,12.33,94.46,2019-09-12 23:00:00,0.0087,9.99,1.0,0.01,Clear,66.29,dallas,2019-09-12 23:00:00,17113.0,NCEN,23,3,Thursday,9,September,2019,Fall,Night,37,1,False
partly-cloudy-night,0.0,67.37,0.56,325.9,10.0,0.6,146.0,rain,1018.6,18.44,67.37,2020-04-27 05:00:00,0.0087,7.65,0.0,0.0,Partly Cloudy,53.07,dallas,2020-04-27 05:00:00,8084.0,NCEN,5,0,Monday,4,April,2020,Spring,Morning,18,1,False
rain,0.0189,59.22,1.0,272.4,10.0,0.91,345.0,rain,1019.5,12.37,59.22,2020-03-14 21:00:00,0.0087,7.39,3.0,0.25,Possible Light Rain,56.68,dallas,2020-03-14 21:00:00,10856.0,NCEN,21,5,Saturday,3,March,2020,Spring,Night,11,1,False
clear-night,0.0056,75.43,0.23,305.2,10.0,0.96,135.0,rain,1016.0,9.46,73.82,2019-07-01 09:00:00,0.0087,4.46,0.0,0.06,Humid,72.67,dallas,2019-07-01 09:00:00,13350.0,NCEN,9,0,Monday,7,July,2019,Summer,Morning,27,1,False
clear-night,0.0,71.4,0.0,300.9,10.0,0.68,99.0,rain,1018.8,5.69,71.35,2019-07-25 08:00:00,0.0087,3.06,0.0,0.0,Clear,60.35,dallas,2019-07-25 08:00:00,11535.0,NCEN,8,3,Thursday,7,July,2019,Summer,Morning,30,1,False
cloudy,0.0,41.86,0.9,269.2,10.0,0.77,308.0,rain,1025.0,6.29,44.27,2018-12-17 14:00:00,0.0087,4.49,0.0,0.0,Overcast,37.5,dallas,2018-12-17 14:00:00,8445.957427536232,NCEN,14,0,Monday,12,December,2018,Winter,Afternoon,51,1,False
clear-night,0.0,39.66,0.03,277.8,10.0,0.87,311.0,rain,1021.6,2.34,39.66,2019-12-23 08:00:00,0.0087,2.02,0.0,0.0,Clear,36.23,dallas,2019-12-23 08:00:00,16009.0,NCEN,8,0,Monday,12,December,2019,Winter,Morning,52,1,False
clear-day,0.0013,61.64,0.12,281.5,10.0,0.79,128.0,rain,1013.0,10.32,61.64,2020-03-25 14:00:00,0.0087,4.67,1.0,0.01,Clear,55.14,dallas,2020-03-25 14:00:00,12471.0,NCEN,14,2,Wednesday,3,March,2020,Spring,Afternoon,13,1,False
cloudy,0.0012,75.58,0.88,293.2,10.0,0.89,172.0,rain,1008.1,24.28,74.27,2019-05-28 13:00:00,0.0087,9.36,1.0,0.01,Overcast,70.86,dallas,2019-05-28 13:00:00,16111.0,NCEN,13,1,Tuesday,5,May,2019,Spring,Afternoon,22,1,False
partly-cloudy-day,0.0064,69.87,0.66,257.8,10.0,0.8,151.0,rain,1011.5,11.96,69.45,2018-10-14 17:00:00,0.0087,4.13,5.0,0.09,Mostly Cloudy,63.11,dallas,2018-10-14 17:00:00,8990.480803974706,NCEN,17,6,Sunday,10,October,2018,Fall,Evening,41,1,False
partly-cloudy-day,0.0011,65.87,0.8,266.8,10.0,0.31,185.0,rain,1022.9,15.37,65.87,2018-12-16 20:00:00,0.0087,8.63,2.0,0.01,Mostly Cloudy,34.73,dallas,2018-12-16 20:00:00,9185.603024148048,NCEN,20,6,Sunday,12,December,2018,Winter,Evening,50,1,False
clear-night,0.0013,79.26,0.08,289.9,10.0,0.81,105.0,rain,1016.4,8.1,77.96,2019-09-01 03:00:00,0.0087,4.36,0.0,0.02,Clear,71.63,dallas,2019-09-01 03:00:00,11086.0,NCEN,3,6,Sunday,9,September,2019,Fall,Night,35,1,False
cloudy,0.0046,78.82,0.96,287.9,10.0,0.94,145.0,rain,1010.5,24.45,76.98,2019-05-20 15:00:00,0.0087,12.89,3.0,0.04,Humid and Overcast,75.23,dallas,2019-05-20 15:00:00,8603.908084914183,NCEN,15,0,Monday,5,May,2019,Spring,Afternoon,21,1,False
rain,0.0025,82.1,0.75,296.7,7.583,0.66,318.0,rain,1015.7,10.17,79.76,2018-07-30 13:00:00,0.0087,10.17,0.0,0.41,Possible Drizzle,67.18,dallas,2018-07-30 13:00:00,8284.234643179765,NCEN,13,0,Monday,7,July,2018,Summer,Afternoon,31,1,False
clear-day,0.0,91.77,0.0,300.8,10.0,0.52,144.0,rain,1009.2,9.47,88.06,2020-05-19 00:00:00,0.0087,7.25,1.0,0.0,Clear,68.05,dallas,2020-05-19 00:00:00,13376.0,NCEN,0,1,Tuesday,5,May,2020,Spring,Night,21,1,False
partly-cloudy-day,0.0003,43.45,0.83,240.1,10.0,0.71,142.0,rain,1022.8,14.52,47.53,2018-11-11 16:00:00,0.0087,8.75,2.0,0.01,Mostly Cloudy,38.76,dallas,2018-11-11 16:00:00,8780.507807196198,NCEN,16,6,Sunday,11,November,2018,Fall,Afternoon,45,1,False
clear-night,0.0,39.23,0.22,287.6,10.0,0.81,149.0,rain,1025.2,4.41,39.23,2019-11-03 12:00:00,0.0087,2.88,0.0,0.0,Clear,33.78,dallas,2019-11-03 12:00:00,11063.0,NCEN,12,6,Sunday,11,November,2019,Fall,Afternoon,44,1,False
cloudy,0.0052,63.22,0.98,302.7,10.0,0.89,201.0,rain,1017.3,27.73,63.02,2020-01-18 06:00:00,0.0087,10.35,0.0,0.16,Overcast,59.87,dallas,2020-01-18 06:00:00,9189.0,NCEN,6,5,Saturday,1,January,2020,Winter,Morning,3,1,False
clear-day,0.0014,53.79,0.04,314.6,10.0,0.53,161.0,rain,1019.9,14.96,53.79,2020-01-12 20:00:00,0.0087,8.95,3.0,0.01,Clear,37.25,dallas,2020-01-12 20:00:00,13244.0,NCEN,20,6,Sunday,1,January,2020,Winter,Evening,2,1,False
partly-cloudy-day,0.0,39.21,0.53,265.4,10.0,0.63,117.0,rain,1027.3,11.28,42.33,2019-02-25 14:00:00,0.0087,5.0,0.0,0.0,Partly Cloudy,30.46,dallas,2019-02-25 14:00:00,8445.957427536232,NCEN,14,0,Monday,2,February,2019,Winter,Afternoon,9,1,False
partly-cloudy-day,0.0,93.96,0.34,289.2,10.0,0.58,157.0,rain,1012.4,4.2,87.83,2019-06-02 23:00:00,0.0087,3.99,2.0,0.0,Partly Cloudy,71.29,dallas,2019-06-02 23:00:00,14328.0,NCEN,23,6,Sunday,6,June,2019,Summer,Night,22,1,False
partly-cloudy-night,0.0008,65.45,0.77,291.2,10.0,0.6,22.0,rain,1015.7,17.89,65.45,2020-04-10 05:00:00,0.0087,7.97,0.0,0.01,Mostly Cloudy,51.32,dallas,2020-04-10 05:00:00,7924.0,NCEN,5,4,Friday,4,April,2020,Spring,Morning,15,1,False
clear-night,0.0,51.57,0.09,293.9,10.0,0.38,20.0,rain,1029.8,9.52,51.57,2019-03-16 04:00:00,0.0087,4.41,0.0,0.0,Clear,26.63,dallas,2019-03-16 04:00:00,6550.273116824537,NCEN,4,5,Saturday,3,March,2019,Spring,Night,11,1,False
clear-night,0.0016,90.44,0.17,292.4,10.0,0.68,145.0,rain,1013.9,11.04,84.36,2019-07-30 06:00:00,0.0087,5.34,0.0,0.01,Humid,72.45,dallas,2019-07-30 06:00:00,13000.0,NCEN,6,1,Tuesday,7,July,2019,Summer,Morning,31,1,False
clear-night,0.0,43.98,0.04,304.8,10.0,0.4,149.0,rain,1022.1,10.52,46.77,2019-01-31 01:00:00,0.0087,5.73,0.0,0.0,Clear,23.79,dallas,2019-01-31 01:00:00,7126.32712168837,NCEN,1,3,Thursday,1,January,2019,Winter,Night,5,1,False
partly-cloudy-day,0.0,28.38,0.73,327.5,10.0,0.67,306.0,rain,1022.6,17.53,36.56,2020-01-11 19:00:00,0.0087,12.33,2.0,0.0,Mostly Cloudy,26.63,dallas,2020-01-11 19:00:00,14533.0,NCEN,19,5,Saturday,1,January,2020,Winter,Evening,2,1,False
clear-day,0.0008,28.33,0.16,300.3,10.0,0.64,49.0,snow,1033.5,9.92,32.57,2020-02-14 15:00:00,0.0036,4.39,1.0,0.01,Clear,21.83,dallas,2020-02-14 15:00:00,12619.0,NCEN,15,4,Friday,2,February,2020,Winter,Afternoon,7,1,False
partly-cloudy-day,0.0007,71.43,0.69,322.8,9.451,0.93,139.0,rain,1013.2,10.22,70.33,2020-05-14 12:00:00,0.0087,6.67,0.0,0.04,Mostly Cloudy,68.19,dallas,2020-05-14 12:00:00,14279.0,NCEN,12,3,Thursday,5,May,2020,Spring,Afternoon,20,1,False
clear-day,0.0004,91.51,0.07,296.3,10.0,0.42,138.0,rain,1020.4,7.86,90.16,2019-07-27 18:00:00,0.0087,7.2,10.0,0.01,Clear,63.77,dallas,2019-07-27 18:00:00,20022.0,NCEN,18,5,Saturday,7,July,2019,Summer,Evening,30,1,False
partly-cloudy-night,0.0031,76.81,0.74,267.5,9.979,0.96,156.0,rain,1012.9,21.71,75.07,2018-10-07 10:00:00,0.0087,7.8,0.0,0.06,Humid and Mostly Cloudy,74.0,dallas,2018-10-07 10:00:00,7891.554047942108,NCEN,10,6,Sunday,10,October,2018,Fall,Morning,40,1,False
partly-cloudy-night,0.0,76.86,0.85,308.5,10.0,0.89,149.0,rain,1013.4,10.92,75.45,2019-06-25 05:00:00,0.0087,4.2,0.0,0.0,Mostly Cloudy,71.87,dallas,2019-06-25 05:00:00,10612.0,NCEN,5,1,Tuesday,6,June,2019,Summer,Morning,26,1,False
clear-night,0.0,79.74,0.03,262.6,10.0,0.76,173.0,rain,1015.0,15.62,78.59,2019-10-03 09:00:00,0.0087,5.63,0.0,0.0,Clear,70.49,dallas,2019-10-03 09:00:00,13967.0,NCEN,9,3,Thursday,10,October,2019,Fall,Morning,40,1,False
clear-night,0.0,34.47,0.0,308.9,10.0,0.68,160.0,rain,1024.8,5.82,38.29,2019-02-13 13:00:00,0.0087,5.0,0.0,0.0,Clear,28.72,dallas,2019-02-13 13:00:00,8284.234643179765,NCEN,13,2,Wednesday,2,February,2019,Winter,Afternoon,7,1,False
partly-cloudy-day,0.0013,29.61,0.5,320.5,10.0,0.5,328.0,rain,1021.6,32.8,39.72,2019-01-19 20:00:00,0.0087,22.16,2.0,0.14,Partly Cloudy,22.76,dallas,2019-01-19 20:00:00,9185.603024148048,NCEN,20,5,Saturday,1,January,2019,Winter,Evening,3,1,False
partly-cloudy-night,0.0,71.91,0.87,306.3,10.0,0.58,21.0,rain,1022.6,9.55,71.91,2019-06-11 06:00:00,0.0087,4.27,0.0,0.0,Mostly Cloudy,56.36,dallas,2019-06-11 06:00:00,9472.0,NCEN,6,1,Tuesday,6,June,2019,Summer,Morning,24,1,False
clear-night,0.0,74.76,0.01,329.5,10.0,0.55,145.0,rain,1013.0,8.14,74.76,2019-05-14 02:00:00,0.0087,5.19,0.0,0.0,Clear,57.34,dallas,2019-05-14 02:00:00,6829.236384180791,NCEN,2,1,Tuesday,5,May,2019,Spring,Night,20,1,False
clear-night,0.0,77.5,0.0,296.7,9.997,0.78,193.0,rain,1015.6,3.24,76.48,2018-09-14 06:00:00,0.0087,3.24,0.0,0.0,Clear,69.15,dallas,2018-09-14 06:00:00,6889.741016949152,NCEN,6,4,Friday,9,September,2018,Fall,Morning,37,1,False
partly-cloudy-day,0.0,90.19,0.35,296.7,9.997,0.58,215.0,rain,1016.7,8.8,85.94,2018-08-17 15:00:00,0.0087,8.8,3.0,0.0,Partly Cloudy,69.3,dallas,2018-08-17 15:00:00,8603.908084914183,NCEN,15,4,Friday,8,August,2018,Summer,Afternoon,33,1,False
rain,0.0188,54.14,1.0,237.4,10.0,0.84,79.0,rain,1026.4,27.44,54.14,2020-01-17 00:00:00,0.0087,13.66,0.0,0.43,Possible Light Rain,49.34,dallas,2020-01-17 00:00:00,11148.0,NCEN,0,4,Friday,1,January,2020,Winter,Night,3,-1,True
cloudy,0.0,44.57,0.98,363.7,10.0,0.88,351.0,rain,1020.7,4.4,44.57,2020-01-31 05:00:00,0.0087,2.24,0.0,0.0,Overcast,41.2,dallas,2020-01-31 05:00:00,12077.0,NCEN,5,4,Friday,1,January,2020,Winter,Morning,5,1,False
partly-cloudy-night,0.0014,54.79,0.71,259.9,10.0,0.9,167.0,rain,1006.7,10.22,54.79,2019-02-15 10:00:00,0.0087,3.89,0.0,0.02,Mostly Cloudy,51.99,dallas,2019-02-15 10:00:00,7891.554047942108,NCEN,10,4,Friday,2,February,2019,Winter,Morning,7,1,False
clear-day,0.0,89.65,0.3,296.7,9.997,0.3,356.0,rain,1013.8,10.34,89.65,2018-08-01 00:00:00,0.0087,10.34,1.0,0.0,Clear,53.87,dallas,2018-08-01 00:00:00,7555.287099684258,NCEN,0,2,Wednesday,8,August,2018,Summer,Night,31,1,False
partly-cloudy-night,0.0017,46.72,0.79,302.2,10.0,0.88,349.0,rain,1027.5,4.93,46.72,2019-12-22 05:00:00,0.0087,2.75,0.0,0.03,Mostly Cloudy,43.31,dallas,2019-12-22 05:00:00,11428.0,NCEN,5,6,Sunday,12,December,2019,Winter,Morning,51,1,False
partly-cloudy-night,0.0044,64.55,0.51,281.7,10.0,0.6,308.0,rain,1008.3,20.98,64.55,2019-10-21 10:00:00,0.0087,9.3,0.0,0.03,Partly Cloudy,50.3,dallas,2019-10-21 10:00:00,10926.0,NCEN,10,0,Monday,10,October,2019,Fall,Morning,43,1,False
clear-day,0.0,72.2,0.0,269.2,10.0,0.49,319.0,rain,1013.5,7.93,72.2,2018-10-10 20:00:00,0.0087,7.81,5.0,0.0,Clear,52.19,dallas,2018-10-10 20:00:00,9185.603024148048,NCEN,20,2,Wednesday,10,October,2018,Fall,Evening,41,1,False
clear-night,0.0008,37.17,0.0,284.1,10.0,0.5,167.0,rain,1028.7,5.85,39.45,2019-12-19 07:00:00,0.0087,3.52,0.0,0.01,Clear,22.48,dallas,2019-12-19 07:00:00,17012.0,NCEN,7,3,Thursday,12,December,2019,Winter,Morning,51,1,False
partly-cloudy-night,0.0,92.77,0.42,284.3,10.0,0.41,85.0,rain,1018.1,8.92,91.21,2019-09-14 01:00:00,0.0087,5.93,0.0,0.0,Partly Cloudy,64.01,dallas,2019-09-14 01:00:00,13814.0,NCEN,1,5,Saturday,9,September,2019,Fall,Night,37,1,False
cloudy,0.0046,58.64,0.98,298.3,6.568,0.92,181.0,rain,1009.4,23.21,58.64,2018-11-05 15:00:00,0.0087,8.93,1.0,0.09,Overcast,56.24,dallas,2018-11-05 15:00:00,8603.908084914183,NCEN,15,0,Monday,11,November,2018,Fall,Afternoon,45,1,False
