icon,precipIntensity,apparentTemperature,cloudCover,ozone,visibility,humidity,windBearing,precipType,pressure,windGust,temperature,time,precipAccumulation,windSpeed,uvIndex,precipProbability,summary,dewPoint,city,local_time,demand,region,hour,day_of_week,day_name,month,month_name,year,season,time_of_day,week,anomaly_score,is_anomaly
clear-night,0.0014,75.9,0.02,292.8,10.0,0.79,164.0,rain,1014.4,6.52,75.0,2019-06-01 04:00:00,0.0087,4.06,0.0,0.01,Clear,67.95,dallas,2019-06-01 04:00:00,9572.0,NCEN,4,5,Saturday,6,June,2019,Summer,Night,22,1,False
clear-day,0.0,60.34,0.01,315.6,10.0,0.28,84.0,rain,1028.5,5.88,60.34,2019-03-17 17:00:00,0.0087,3.5,6.0,0.0,Clear,26.82,dallas,2019-03-17 17:00:00,8990.480803974706,NCEN,17,6,Sunday,3,March,2019,Spring,Evening,11,1,False
partly-cloudy-day,0.0018,78.0,0.54,323.9,10.0,0.55,143.0,rain,1012.8,18.32,77.92,2019-05-03 19:00:00,0.0087,8.18,7.0,0.07,Partly Cloudy,60.49,dallas,2019-05-03 19:00:00,9286.493568043332,NCEN,19,4,Friday,5,May,2019,Spring,Evening,18,1,False
partly-cloudy-night,0.0079,56.43,0.62,275.6,10.0,0.95,87.0,rain,1018.5,7.05,56.43,2019-12-27 12:00:00,0.0087,3.92,0.0,0.02,Mostly Cloudy,54.93,dallas,2019-12-27 12:00:00,11058.0,NCEN,12,4,Friday,12,December,2019,Winter,Afternoon,52,1,False
rain,0.0103,78.79,0.71,296.7,9.869,0.85,330.0,rain,1014.9,5.76,77.35,2018-09-07 00:00:00,0.0087,5.76,0.0,0.39,Possible Light Rain and Humid,72.6,dallas,2018-09-07 00:00:00,7555.287099684258,NCEN,0,4,Friday,9,September,2018,Fall,Night,36,1,False
clear-night,0.0,94.37,0.1,296.7,9.997,0.37,157.0,rain,1012.0,5.98,93.07,2018-08-08 02:00:00,0.0087,5.98,0.0,0.0,Clear,63.17,dallas,2018-08-08 02:00:00,6829.236384180791,NCEN,2,2,Wednesday,8,August,2018,Summer,Night,32,1,False
clear-night,0.0005,79.66,0.26,304.8,10.0,0.94,171.0,rain,1015.4,23.17,77.77,2019-07-05 10:00:00,0.0087,9.93,0.0,0.01,Humid,75.85,dallas,2019-07-05 10:00:00,14944.0,NCEN,10,4,Friday,7,July,2019,Summer,Morning,27,1,False
partly-cloudy-night,0.0009,90.7,0.49,297.2,10.0,0.71,148.0,rain,1013.0,16.39,84.02,2019-08-03 07:00:00,0.0087,6.74,0.0,0.03,Humid and Partly Cloudy,73.41,dallas,2019-08-03 07:00:00,13379.0,NCEN,7,5,Saturday,8,August,2019,Summer,Morning,31,1,False
partly-cloudy-day,0.0,28.64,0.68,293.6,10.0,0.42,160.0,rain,1026.3,16.85,36.03,2019-11-13 16:00:00,0.0087,10.17,2.0,0.0,Mostly Cloudy,15.02,dallas,2019-11-13 16:00:00,14743.0,NCEN,16,2,Wednesday,11,November,2019,Fall,Afternoon,46,1,False
cloudy,0.0008,56.3,0.91,262.9,10.0,0.89,179.0,rain,1007.7,19.42,56.3,2019-12-15 15:00:00,0.0087,8.48,1.0,0.01,Overcast,53.09,dallas,2019-12-15 15:00:00,10632.0,NCEN,15,6,Sunday,12,December,2019,Winter,Afternoon,50,1,False
rain,0.0041,32.99,0.97,244.4,9.014,0.89,126.0,rain,1025.1,6.95,37.19,2019-02-10 14:00:00,0.0087,5.23,0.0,0.32,Possible Drizzle,34.38,dallas,2019-02-10 14:00:00,8445.957427536232,NCEN,14,6,Sunday,2,February,2019,Winter,Afternoon,6,1,False
partly-cloudy-day,0.0099,90.98,0.5,289.8,10.0,0.68,100.0,rain,1015.6,6.75,84.59,2019-08-31 21:00:00,0.0087,4.56,5.0,0.1,Humid and Partly Cloudy,72.75,dallas,2019-08-31 21:00:00,16257.0,NCEN,21,5,Saturday,8,August,2019,Summer,Night,35,1,False
cloudy,0.0017,40.62,1.0,259.6,10.0,0.72,93.0,rain,1008.2,3.75,40.62,2019-02-16 21:00:00,0.0087,2.38,3.0,0.08,Overcast,32.34,dallas,2019-02-16 21:00:00,9004.877679981946,NCEN,21,5,Saturday,2,February,2019,Winter,Night,7,1,False
clear-day,0.0021,85.79,0.17,289.8,10.0,0.56,201.0,rain,1008.6,19.6,83.49,2020-03-12 19:00:00,0.0087,13.55,7.0,0.03,Clear,66.24,dallas,2020-03-12 19:00:00,13219.0,NCEN,19,3,Thursday,3,March,2020,Spring,Evening,11,1,False
clear-day,0.0,107.6,0.28,296.7,9.997,0.24,169.0,rain,1010.6,6.39,105.44,2018-07-18 21:00:00,0.0087,6.39,6.0,0.0,Clear,61.19,dallas,2018-07-18 21:00:00,9004.877679981946,NCEN,21,2,Wednesday,7,July,2018,Summer,Night,29,1,False
partly-cloudy-night,0.0004,49.15,0.43,258.8,10.0,0.88,105.0,rain,1023.0,3.43,49.15,2018-10-22 10:00:00,0.0087,2.55,0.0,0.01,Partly Cloudy,45.71,dallas,2018-10-22 10:00:00,7891.554047942108,NCEN,10,0,Monday,10,October,2018,Fall,Morning,43,1,False
partly-cloudy-day,0.0008,105.22,0.63,293.9,10.0,0.49,157.0,rain,1010.2,10.34,95.43,2019-08-09 00:00:00,0.0087,8.62,0.0,0.01,Humid and Mostly Cloudy,72.98,dallas,2019-08-09 00:00:00,17222.0,NCEN,0,4,Friday,8,August,2019,Summer,Night,32,1,False
partly-cloudy-day,0.0007,40.5,0.81,320.8,10.0,0.69,155.0,rain,1022.3,18.49,44.86,2019-01-31 15:00:00,0.0087,8.02,1.0,0.01,Mostly Cloudy,35.34,dallas,2019-01-31 15:00:00,8603.908084914183,NCEN,15,3,Thursday,1,January,2019,Winter,Afternoon,5,1,False
clear-night,0.0013,74.67,0.02,291.0,10.0,0.92,46.0,rain,1017.0,3.12,73.33,2019-09-01 10:00:00,0.0087,2.13,0.0,0.01,Clear,70.81,dallas,2019-09-01 10:00:00,13024.0,NCEN,10,6,Sunday,9,September,2019,Fall,Morning,35,1,False
cloudy,0.0,36.29,0.98,259.9,9.705,0.86,21.0,rain,1021.2,13.23,41.01,2019-03-02 09:00:00,0.0087,7.11,0.0,0.0,Overcast,37.12,dallas,2019-03-02 09:00:00,7759.096140825999,NCEN,9,5,Saturday,3,March,2019,Spring,Morning,9,1,False
cloudy,0.0142,77.84,0.92,277.3,9.744,0.94,157.0,rain,1013.0,17.51,76.1,2019-09-20 10:00:00,0.0087,7.41,0.0,0.17,Humid and Overcast,74.35,dallas,2019-09-20 10:00:00,15074.0,NCEN,10,4,Friday,9,September,2019,Fall,Morning,38,1,False
clear-night,0.0,31.25,0.17,281.1,10.0,0.63,331.0,rain,1025.5,21.82,38.23,2018-11-26 09:00:00,0.0087,10.47,0.0,0.0,Clear,26.68,dallas,2018-11-26 09:00:00,7759.096140825999,NCEN,9,0,Monday,11,November,2018,Fall,Morning,48,1,False
partly-cloudy-day,0.0004,92.5,0.58,303.5,10.0,0.61,15.0,rain,1011.3,16.09,86.57,2019-07-14 21:00:00,0.0087,10.62,5.0,0.02,Partly Cloudy,71.4,dallas,2019-07-14 21:00:00,16426.0,NCEN,21,6,Sunday,7,July,2019,Summer,Night,28,1,False
cloudy,0.001,39.27,1.0,259.2,10.0,0.74,123.0,rain,1006.4,5.43,42.05,2019-02-16 23:00:00,0.0087,4.5,0.0,0.05,Overcast,34.34,dallas,2019-02-16 23:00:00,8112.855886332883,NCEN,23,5,Saturday,2,February,2019,Winter,Night,7,1,False
partly-cloudy-night,0.0,78.39,0.44,288.2,10.0,0.82,152.0,rain,1015.1,17.26,77.15,2019-05-25 06:00:00,0.0087,7.46,0.0,0.0,Partly Cloudy,71.05,dallas,2019-05-25 06:00:00,6889.741016949152,NCEN,6,5,Saturday,5,May,2019,Spring,Morning,21,1,False
partly-cloudy-night,0.0008,50.84,0.49,278.1,10.0,0.89,182.0,rain,1009.6,26.61,50.84,2019-02-14 13:00:00,0.0087,13.95,0.0,0.01,Partly Cloudy,47.81,dallas,2019-02-14 13:00:00,8284.234643179765,NCEN,13,3,Thursday,2,February,2019,Winter,Afternoon,7,1,False
clear-day,0.001,68.19,0.0,325.4,10.0,0.46,52.0,rain,1022.7,20.45,68.19,2019-04-26 15:00:00,0.0087,8.0,4.0,0.01,Clear,46.78,dallas,2019-04-26 15:00:00,8603.908084914183,NCEN,15,4,Friday,4,April,2019,Spring,Afternoon,17,1,False
clear-night,0.0,77.03,0.23,295.3,10.0,0.78,3.0,rain,1011.2,12.97,76.08,2019-07-13 11:00:00,0.0087,5.75,0.0,0.0,Clear,68.56,dallas,2019-07-13 11:00:00,15940.0,NCEN,11,5,Saturday,7,July,2019,Summer,Morning,28,1,False
cloudy,0.0,39.25,1.0,282.4,10.0,0.85,2.0,rain,1029.5,13.17,43.99,2019-11-08 09:00:00,0.0087,8.43,0.0,0.0,Overcast,39.69,dallas,2019-11-08 09:00:00,14225.0,NCEN,9,4,Friday,11,November,2019,Fall,Morning,45,1,False
clear-night,0.0002,54.37,0.26,323.1,10.0,0.85,306.0,rain,1016.9,14.29,54.37,2018-11-04 10:00:00,0.0087,6.5,0.0,0.12,Clear,49.87,dallas,2018-11-04 10:00:00,7891.554047942108,NCEN,10,6,Sunday,11,November,2018,Fall,Morning,44,1,False
clear-day,0.0,72.96,0.0,278.4,10.0,0.34,138.0,rain,1009.8,11.1,72.96,2019-10-18 19:00:00,0.0087,8.62,6.0,0.0,Clear,43.19,dallas,2019-10-18 19:00:00,11636.0,NCEN,19,4,Friday,10,October,2019,Fall,Evening,42,1,False
partly-cloudy-night,0.0004,67.47,0.75,240.3,10.0,0.92,179.0,rain,1010.7,19.13,66.79,2019-02-05 07:00:00,0.0087,7.16,0.0,0.02,Mostly Cloudy,64.28,dallas,2019-02-05 07:00:00,7331.344158773117,NCEN,7,1,Tuesday,2,February,2019,Winter,Morning,6,1,False
partly-cloudy-night,0.0012,77.14,0.45,266.5,9.4,0.96,161.0,rain,1013.5,11.3,75.38,2018-10-06 12:00:00,0.0087,5.68,0.0,0.01,Humid and Partly Cloudy,74.23,dallas,2018-10-06 12:00:00,8148.729846014493,NCEN,12,5,Saturday,10,October,2018,Fall,Afternoon,40,1,False
partly-cloudy-night,0.0056,61.09,0.85,290.4,10.0,0.98,150.0,rain,1005.0,18.66,60.73,2018-12-13 13:00:00,0.0087,8.89,0.0,0.18,Mostly Cloudy,60.03,dallas,2018-12-13 13:00:00,8284.234643179765,NCEN,13,3,Thursday,12,December,2018,Winter,Afternoon,50,1,False
clear-night,0.0076,77.59,0.28,292.5,10.0,0.85,25.0,rain,1016.9,4.66,76.28,2019-08-31 07:00:00,0.0087,3.66,0.0,0.03,Clear,71.35,dallas,2019-08-31 07:00:00,11032.0,NCEN,7,5,Saturday,8,August,2019,Summer,Morning,35,1,False
clear-day,0.0,55.17,0.01,323.3,10.0,0.63,337.0,rain,1014.7,28.16,55.17,2018-11-01 15:00:00,0.0087,13.78,1.0,0.0,Clear,42.92,dallas,2018-11-01 15:00:00,8603.908084914183,NCEN,15,3,Thursday,11,November,2018,Fall,Afternoon,44,1,False
cloudy,0.0005,59.28,0.98,262.7,10.0,0.85,115.0,rain,1018.5,9.82,59.28,2019-02-27 01:00:00,0.0087,6.74,0.0,0.01,Overcast,54.87,dallas,2019-02-27 01:00:00,7126.32712168837,NCEN,1,2,Wednesday,2,February,2019,Winter,Night,9,1,False
clear-night,0.0,84.31,0.07,319.3,10.0,0.74,135.0,rain,1009.8,10.68,80.43,2019-06-09 05:00:00,0.0087,5.01,0.0,0.0,Clear,71.57,dallas,2019-06-09 05:00:00,10586.0,NCEN,5,6,Sunday,6,June,2019,Summer,Morning,23,1,False
partly-cloudy-day,0.006,95.8,0.36,267.1,10.0,0.68,171.0,rain,1012.7,11.57,86.59,2018-10-06 19:00:00,0.0087,8.17,6.0,0.05,Humid and Partly Cloudy,74.95,dallas,2018-10-06 19:00:00,9286.493568043332,NCEN,19,5,Saturday,10,October,2018,Fall,Evening,40,1,False
clear-night,0.0,70.57,0.0,306.8,10.0,0.7,59.0,rain,1012.9,5.6,70.52,2020-05-18 05:00:00,0.0087,2.16,0.0,0.0,Clear,60.33,dallas,2020-05-18 05:00:00,8466.0,NCEN,5,0,Monday,5,May,2020,Spring,Morning,21,1,False
cloudy,0.0012,44.22,0.94,304.5,10.0,0.86,349.0,rain,1008.8,17.39,48.45,2018-12-14 03:00:00,0.0087,9.69,0.0,0.07,Overcast,44.5,dallas,2018-12-14 03:00:00,6636.022312373225,NCEN,3,4,Friday,12,December,2018,Winter,Night,50,1,False
clear-day,0.0011,70.61,0.11,330.2,10.0,0.24,143.0,rain,1024.0,7.09,70.61,2019-03-18 22:00:00,0.0087,6.16,2.0,0.01,Clear,31.92,dallas,2019-03-18 22:00:00,8658.014659449707,NCEN,22,0,Monday,3,March,2019,Spring,Night,12,1,False
cloudy,0.0035,65.9,0.97,266.4,10.0,0.85,171.0,rain,1006.3,21.51,65.64,2020-02-03 23:00:00,0.0087,8.91,0.0,0.13,Overcast,61.05,dallas,2020-02-03 23:00:00,10593.0,NCEN,23,0,Monday,2,February,2020,Winter,Night,6,1,False
clear-night,0.0009,94.91,0.21,300.6,10.0,0.65,174.0,rain,1011.7,22.88,86.79,2019-08-10 07:00:00,0.0087,9.06,0.0,0.01,Humid,73.8,dallas,2019-08-10 07:00:00,13835.0,NCEN,7,5,Saturday,8,August,2019,Summer,Morning,32,1,False
rain,0.3882,57.38,0.97,362.3,3.53,0.96,319.0,rain,1002.1,10.49,57.38,2019-04-13 18:00:00,0.0087,8.7,4.0,0.87,Heavy Rain,56.3,dallas,2019-04-13 18:00:00,9234.399322033898,NCEN,18,5,Saturday,4,April,2019,Spring,Evening,15,-1,True
clear-night,0.0,65.14,0.0,313.7,10.0,0.57,14.0,rain,1021.2,10.9,65.14,2020-05-06 06:00:00,0.0087,4.36,0.0,0.0,Clear,49.71,dallas,2020-05-06 06:00:00,8482.0,NCEN,6,2,Wednesday,5,May,2020,Spring,Morning,19,1,False
partly-cloudy-day,0.0037,78.62,0.81,275.3,10.0,0.86,119.0,rain,1017.5,10.6,77.17,2018-09-30 00:00:00,0.0087,6.7,0.0,0.03,Humid and Mostly Cloudy,72.53,dallas,2018-09-30 00:00:00,7555.287099684258,NCEN,0,6,Sunday,9,September,2018,Fall,Night,39,1,False
clear-day,0.0,82.31,0.0,279.7,10.0,0.45,316.0,rain,1005.8,9.6,82.28,2019-10-19 23:00:00,0.0087,6.62,0.0,0.0,Clear,58.72,dallas,2019-10-19 23:00:00,10889.0,NCEN,23,5,Saturday,10,October,2019,Fall,Night,42,1,False
clear-day,0.0,45.5,0.09,262.9,10.0,0.61,184.0,rain,1027.3,19.94,49.12,2018-12-11 16:00:00,0.0087,8.49,2.0,0.0,Clear,36.15,dallas,2018-12-11 16:00:00,8780.507807196198,NCEN,16,1,Tuesday,12,December,2018,Winter,Afternoon,50,1,False
clear-day,0.0,99.83,0.3,296.7,9.997,0.37,141.0,rain,1015.8,7.82,96.44,2018-07-13 21:00:00,0.0087,7.82,6.0,0.0,Clear,65.68,dallas,2018-07-13 21:00:00,9004.877679981946,NCEN,21,4,Friday,7,July,2018,Summer,Night,28,1,False
clear-day,0.0,65.62,0.19,325.7,10.0,0.8,150.0,rain,1016.1,5.97,65.6,2019-05-14 13:00:00,0.0087,3.55,1.0,0.0,Clear,59.26,dallas,2019-05-14 13:00:00,8284.234643179765,NCEN,13,1,Tuesday,5,May,2019,Spring,Afternoon,20,1,False
partly-cloudy-night,0.0,46.04,0.79,268.2,10.0,0.9,160.0,rain,1016.7,17.62,48.86,2018-12-12 13:00:00,0.0087,6.53,0.0,0.0,Mostly Cloudy,46.1,dallas,2018-12-12 13:00:00,8284.234643179765,NCEN,13,2,Wednesday,12,December,2018,Winter,Afternoon,50,1,False
partly-cloudy-night,0.0008,54.19,0.53,240.5,10.0,0.68,206.0,rain,1018.4,9.81,54.19,2019-01-08 09:00:00,0.0087,5.1,0.0,0.01,Partly Cloudy,43.99,dallas,2019-01-08 09:00:00,7759.096140825999,NCEN,9,1,Tuesday,1,January,2019,Winter,Morning,2,1,False
clear-day,0.0,101.25,0.01,293.7,10.0,0.24,185.0,rain,1012.0,13.14,101.25,2019-09-07 23:00:00,0.0087,9.03,1.0,0.0,Clear,58.1,dallas,2019-09-07 23:00:00,17107.0,NCEN,23,5,Saturday,9,September,2019,Fall,Night,36,1,False
partly-cloudy-night,0.0012,41.32,0.84,321.3,10.0,0.72,279.0,rain,1012.2,24.24,47.33,2020-01-29 02:00:00,0.0087,14.6,0.0,0.04,Mostly Cloudy,38.81,dallas,2020-01-29 02:00:00,11985.0,NCEN,2,2,Wednesday,1,January,2020,Winter,Night,5,1,False
cloudy,0.0003,64.3,0.92,312.3,10.0,0.9,135.0,rain,1013.2,2.36,63.96,2019-05-03 12:00:00,0.0087,2.36,0.0,0.04,Overcast,61.05,dallas,2019-05-03 12:00:00,8148.729846014493,NCEN,12,4,Friday,5,May,2019,Spring,Afternoon,18,1,False
cloudy,0.0014,58.54,1.0,286.3,10.0,0.91,166.0,rain,1015.3,30.83,58.54,2020-01-09 11:00:00,0.0087,12.95,0.0,0.02,Overcast,55.88,dallas,2020-01-09 11:00:00,11666.0,NCEN,11,3,Thursday,1,January,2020,Winter,Morning,2,1,False
cloudy,0.0013,54.61,0.96,323.2,10.0,0.83,151.0,rain,1018.6,17.91,54.61,2019-02-01 02:00:00,0.0087,9.12,0.0,0.04,Overcast,49.55,dallas,2019-02-01 02:00:00,6829.236384180791,NCEN,2,4,Friday,2,February,2019,Winter,Night,5,1,False
cloudy,0.0003,77.2,0.95,296.7,9.997,0.88,140.0,rain,1014.4,8.51,75.8,2018-09-04 09:00:00,0.0087,8.51,0.0,0.03,Overcast,71.87,dallas,2018-09-04 09:00:00,7759.096140825999,NCEN,9,1,Tuesday,9,September,2018,Fall,Morning,36,1,False
clear-day,0.0008,56.9,0.22,244.1,10.0,0.51,161.0,rain,1017.5,28.76,56.9,2019-01-21 20:00:00,0.0087,17.4,4.0,0.01,Clear,38.98,dallas,2019-01-21 20:00:00,9185.603024148048,NCEN,20,0,Monday,1,January,2019,Winter,Evening,4,1,False
clear-night,0.0008,82.96,0.11,294.4,10.0,0.63,33.0,rain,1011.4,7.56,80.65,2019-07-13 06:00:00,0.0087,4.26,0.0,0.01,Clear,66.7,dallas,2019-07-13 06:00:00,11249.0,NCEN,6,5,Saturday,7,July,2019,Summer,Morning,28,1,False
rain,0.0235,53.8,1.0,318.3,9.987,0.97,33.0,rain,1020.8,3.22,53.8,2020-03-22 10:00:00,0.0087,2.22,0.0,0.56,Possible Light Rain,52.9,dallas,2020-03-22 10:00:00,10194.0,NCEN,10,6,Sunday,3,March,2020,Spring,Morning,12,1,False
rain,0.0082,40.26,1.0,258.5,8.995,0.9,7.0,rain,1017.5,11.37,43.84,2019-03-03 06:00:00,0.0087,6.11,0.0,0.31,Possible Drizzle,41.06,dallas,2019-03-03 06:00:00,6889.741016949152,NCEN,6,6,Sunday,3,March,2019,Spring,Morning,9,1,False
clear-day,0.0,46.89,0.0,283.0,10.0,0.3,320.0,rain,1029.9,11.58,49.7,2019-10-31 21:00:00,0.0087,6.87,2.0,0.0,Clear,19.75,dallas,2019-10-31 21:00:00,13790.0,NCEN,21,3,Thursday,10,October,2019,Fall,Night,44,1,False
partly-cloudy-day,0.0103,94.28,0.7,318.8,10.0,0.69,157.0,rain,1011.3,9.23,85.89,2019-06-24 23:00:00,0.0087,7.56,2.0,0.05,Humid and Mostly Cloudy,74.43,dallas,2019-06-24 23:00:00,14463.0,NCEN,23,0,Monday,6,June,2019,Summer,Night,26,1,False
clear-day,0.0047,77.3,0.15,269.2,10.0,0.84,44.0,rain,1019.4,5.26,76.04,2019-10-04 13:00:00,0.0087,4.0,0.0,0.04,Clear,70.94,dallas,2019-10-04 13:00:00,16969.0,NCEN,13,4,Friday,10,October,2019,Fall,Afternoon,40,1,False
clear-day,0.0,79.52,0.0,272.6,10.0,0.54,48.0,rain,1014.8,3.82,79.35,2018-10-27 23:00:00,0.0087,1.61,0.0,0.0,Clear,61.23,dallas,2018-10-27 23:00:00,8112.855886332883,NCEN,23,5,Saturday,10,October,2018,Fall,Night,43,1,False
clear-night,0.0,40.29,0.0,285.0,10.0,0.71,122.0,rain,1025.4,3.54,40.29,2019-11-16 08:00:00,0.0087,2.47,0.0,0.0,Clear,31.55,dallas,2019-11-16 08:00:00,14380.0,NCEN,8,5,Saturday,11,November,2019,Fall,Morning,46,1,False
clear-day,0.001,43.19,0.0,298.4,10.0,0.5,271.0,rain,1031.9,6.05,43.19,2019-12-18 16:00:00,0.0087,2.69,2.0,0.01,Clear,25.59,dallas,2019-12-18 16:00:00,11860.0,NCEN,16,2,Wednesday,12,December,2019,Winter,Afternoon,51,1,False
partly-cloudy-day,0.0252,100.88,0.43,300.5,10.0,0.53,355.0,rain,1014.0,14.94,92.16,2019-07-22 22:00:00,0.0087,11.75,4.0,0.09,Humid and Partly Cloudy,72.83,dallas,2019-07-22 22:00:00,18478.0,NCEN,22,0,Monday,7,July,2019,Summer,Night,30,-1,True
clear-day,0.0,57.71,0.02,318.9,10.0,0.45,315.0,rain,1021.4,6.46,57.71,2019-01-26 22:00:00,0.0087,5.1,1.0,0.0,Clear,36.43,dallas,2019-01-26 22:00:00,8658.014659449707,NCEN,22,5,Saturday,1,January,2019,Winter,Night,4,1,False
clear-day,0.0003,69.94,0.3,297.6,10.0,0.7,351.0,rain,1023.2,21.72,69.94,2019-06-10 12:00:00,0.0087,10.62,0.0,0.01,Clear,59.56,dallas,2019-06-10 12:00:00,13557.0,NCEN,12,0,Monday,6,June,2019,Summer,Afternoon,24,1,False
clear-night,0.0006,56.03,0.11,289.4,10.0,0.67,327.0,rain,1016.2,31.7,56.03,2019-12-06 11:00:00,0.0087,13.8,0.0,0.12,Clear,45.16,dallas,2019-12-06 11:00:00,11622.0,NCEN,11,4,Friday,12,December,2019,Winter,Morning,49,1,False
clear-day,0.001,91.01,0.04,294.3,10.0,0.65,24.0,rain,1012.0,13.88,85.08,2019-07-13 15:00:00,0.0087,8.39,5.0,0.01,Clear,71.95,dallas,2019-07-13 15:00:00,19587.0,NCEN,15,5,Saturday,7,July,2019,Summer,Afternoon,28,1,False
partly-cloudy-night,0.0,69.45,0.49,265.1,10.0,0.77,177.0,rain,1011.8,27.47,69.22,2019-04-17 06:00:00,0.0087,12.62,0.0,0.0,Partly Cloudy,61.61,dallas,2019-04-17 06:00:00,6889.741016949152,NCEN,6,2,Wednesday,4,April,2019,Spring,Morning,16,1,False
cloudy,0.0064,55.88,1.0,259.5,10.0,0.79,78.0,rain,1018.2,8.65,55.88,2018-11-08 18:00:00,0.0087,5.1,3.0,0.12,Overcast,49.42,dallas,2018-11-08 18:00:00,9234.399322033898,NCEN,18,3,Thursday,11,November,2018,Fall,Evening,45,1,False
clear-day,0.0,98.29,0.12,292.0,10.0,0.43,142.0,rain,1012.1,11.7,93.82,2019-07-22 01:00:00,0.0087,9.07,0.0,0.0,Clear,67.83,dallas,2019-07-22 01:00:00,14934.0,NCEN,1,0,Monday,7,July,2019,Summer,Night,30,1,False
clear-day,0.0005,90.68,0.23,306.3,10.0,0.56,174.0,rain,1011.6,18.7,86.63,2019-05-27 19:00:00,0.0087,15.3,9.0,0.01,Clear,68.85,dallas,2019-05-27 19:00:00,17650.0,NCEN,19,0,Monday,5,May,2019,Spring,Evening,22,1,False
partly-cloudy-night,0.0017,89.03,0.51,300.7,10.0,0.92,172.0,rain,1010.5,28.35,80.76,2019-06-23 08:00:00,0.0087,13.98,0.0,0.07,Humid and Partly Cloudy,78.19,dallas,2019-06-23 08:00:00,13042.0,NCEN,8,6,Sunday,6,June,2019,Summer,Morning,25,1,False
cloudy,0.0021,47.02,1.0,344.1,10.0,0.72,338.0,rain,1018.8,2.51,47.02,2020-01-30 22:00:00,0.0087,2.51,1.0,0.05,Overcast,38.33,dallas,2020-01-30 22:00:00,14318.0,NCEN,22,3,Thursday,1,January,2020,Winter,Night,5,1,False
partly-cloudy-night,0.0025,68.15,0.87,287.5,10.0,0.91,192.0,rain,1016.2,6.79,67.41,2020-03-20 05:00:00,0.0087,4.26,0.0,0.02,Mostly Cloudy,64.82,dallas,2020-03-20 05:00:00,8849.0,NCEN,5,4,Friday,3,March,2020,Spring,Morning,12,1,False
clear-day,0.0003,92.01,0.21,288.2,10.0,0.65,140.0,rain,1012.1,3.73,85.53,2019-06-03 00:00:00,0.0087,2.91,1.0,0.03,Humid,72.44,dallas,2019-06-03 00:00:00,12937.0,NCEN,0,0,Monday,6,June,2019,Summer,Night,23,1,False
clear-day,0.0,100.94,0.06,296.7,9.997,0.47,171.0,rain,1015.0,9.53,93.99,2018-08-16 19:00:00,0.0087,9.53,10.0,0.0,Clear,70.65,dallas,2018-08-16 19:00:00,9286.493568043332,NCEN,19,3,Thursday,8,August,2018,Summer,Evening,33,1,False
clear-night,0.0,92.5,0.0,296.7,9.997,0.52,134.0,rain,1014.4,9.38,88.46,2018-07-29 04:00:00,0.0087,9.38,0.0,0.0,Clear,68.45,dallas,2018-07-29 04:00:00,6550.273116824537,NCEN,4,6,Sunday,7,July,2018,Summer,Night,30,1,False
partly-cloudy-day,0.0015,79.77,0.36,314.9,10.0,0.36,143.0,rain,1017.2,17.04,79.77,2020-05-11 23:00:00,0.0087,11.54,2.0,0.01,Partly Cloudy,50.75,dallas,2020-05-11 23:00:00,11802.0,NCEN,23,0,Monday,5,May,2020,Spring,Night,20,1,False
clear-day,0.0121,103.95,0.28,298.4,10.0,0.5,119.0,rain,1013.0,4.86,94.56,2019-08-05 20:00:00,0.0087,4.86,8.0,0.03,Humid,72.85,dallas,2019-08-05 20:00:00,21991.0,NCEN,20,0,Monday,8,August,2019,Summer,Evening,32,-1,True
cloudy,0.0009,63.46,0.96,291.0,10.0,0.93,188.0,rain,1008.7,21.89,63.07,2020-03-02 13:00:00,0.0087,8.52,0.0,0.02,Overcast,61.06,dallas,2020-03-02 13:00:00,11395.0,NCEN,13,0,Monday,3,March,2020,Spring,Afternoon,10,1,False
clear-day,0.0014,67.73,0.07,290.5,10.0,0.57,174.0,rain,1001.2,26.25,67.73,2019-03-13 20:00:00,0.0087,16.49,6.0,0.07,Clear,51.92,dallas,2019-03-13 20:00:00,9185.603024148048,NCEN,20,2,Wednesday,3,March,2019,Spring,Evening,11,1,False
partly-cloudy-night,0.0,71.5,0.43,310.7,10.0,0.81,165.0,rain,1011.3,9.19,70.9,2019-05-06 06:00:00,0.0087,5.42,0.0,0.0,Partly Cloudy,64.81,dallas,2019-05-06 06:00:00,6889.741016949152,NCEN,6,0,Monday,5,May,2019,Spring,Morning,19,1,False
partly-cloudy-night,0.0004,64.62,0.64,285.0,10.0,0.76,173.0,rain,1015.4,28.32,64.62,2019-03-29 07:00:00,0.0087,12.94,0.0,0.01,Mostly Cloudy,56.95,dallas,2019-03-29 07:00:00,7331.344158773117,NCEN,7,4,Friday,3,March,2019,Spring,Morning,13,1,False
clear-day,0.0011,44.3,0.2,255.3,10.0,0.49,359.0,rain,1027.3,6.78,46.93,2018-12-04 23:00:00,0.0087,5.5,0.0,0.02,Clear,28.88,dallas,2018-12-04 23:00:00,8112.855886332883,NCEN,23,1,Tuesday,12,December,2018,Winter,Night,49,1,False
clear-day,0.0,70.95,0.0,290.4,10.0,0.3,256.0,rain,1000.6,20.2,70.95,2018-12-01 19:00:00,0.0087,13.61,3.0,0.0,Clear,38.24,dallas,2018-12-01 19:00:00,9286.493568043332,NCEN,19,5,Saturday,12,December,2018,Winter,Evening,48,1,False
